First Name,Last Name,Title,Country,Company,Industry
,,Payments VP,"Hoover, Alabama",,
,,Payments VP,"Anchorage municipality, Alaska",,
,,Payments VP,"Fairbanks, Alaska",,
,,Payments VP,"Juneau and borough, Alaska",,
,,Payments VP,"Wasilla, Alaska",,
,,Payments VP,"Sitka and borough, Alaska",,
,,Payments VP,"Ketchikan, Alaska",,
,,Payments VP,"Phoenix, Arizona",,
,,Payments VP,"Tucson, Arizona",,
,,Payments VP,"Mesa, Arizona",,
,,Payments VP,"Chandler, Arizona",,
,,Payments VP,"Gilbert town, Arizona",,
,,Payments VP,"Glendale, Arizona",,
,,Payments VP,"Little Rock, Arkansas",,
,,Payments VP,"Fayetteville, Arkansas",,
,,Payments VP,"Fort Smith, Arkansas",,
,,Payments VP,"Springdale, Arkansas",,
,,Payments VP,"Jonesboro, Arkansas",,
,,Payments VP,"Rogers, Arkansas",,
,,Payments VP,"Los Angeles, California",,
,,Payments VP,"San Diego, California",,
,,Payments VP,"San Jose, California",,
,,Payments VP,"San Francisco, California",,
,,Payments VP,"Fresno, California",,
,,Payments VP,"Sacramento, California",,
,,Payments VP,"Denver, Colorado",,
,,Payments VP,"Colorado Springs, Colorado",,
,,Payments VP,"Aurora, Colorado",,
,,Payments VP,"Fort Collins, Colorado",,
,,Payments VP,"Lakewood, Colorado",,
,,Payments VP,"Thornton, Colorado",,
,,Payments VP,"Bridgeport, Connecticut",,
,,Payments VP,"New Haven, Connecticut",,
,,Payments VP,"Stamford, Connecticut",,
,,Payments VP,"Hartford, Connecticut",,
,,Payments VP,"Waterbury, Connecticut",,
,,Payments VP,"Norwalk, Connecticut",,
,,Payments VP,"Wilmington, Delaware",,
,,Payments VP,"Dover, Delaware",,
,,Payments VP,"Newark, Delaware",,
,,Payments VP,"Middletown town, Delaware",,
,,Payments VP,"Smyrna town, Delaware",,
,,Payments VP,"Milford, Delaware",,
,,Payments VP,"Washington, District of Columbia",,
,,Payments VP,"Jacksonville, Florida",,
,,Payments VP,"Miami, Florida",,
,,Payments VP,"Tampa, Florida",,
,,Payments VP,"Orlando, Florida",,
,,Payments VP,"St. Petersburg, Florida",,
,,Payments VP,"Port St. Lucie, Florida",,
,,Payments VP,"Atlanta, Georgia",,
,,Payments VP,"Columbus, Georgia",,
,,Payments VP,"Augusta-Richmond County consolidated government (balance), Georgia",,
,,Payments VP,"Macon-Bibb County, Georgia",,
,,Payments VP,"Savannah, Georgia",,
,,Payments VP,"Athens-Clarke County unified government (balance), Georgia",,
,,Payments VP,"Urban Honolulu CDP, Hawaii",,
,,Payments VP,"Boise City, Idaho",,
,,Payments VP,"Meridian, Idaho",,
,,Payments VP,"Nampa, Idaho",,
,,Payments VP,"Idaho Falls, Idaho",,
,,Payments VP,"Caldwell, Idaho",,
,,Payments VP,"Pocatello, Idaho",,
,,Payments VP,"Chicago, Illinois",,
,,Payments VP,"Aurora, Illinois",,
,,Payments VP,"Joliet, Illinois",,
,,Payments VP,"Naperville, Illinois",,
,,Payments VP,"Rockford, Illinois",,
,,Payments VP,"Springfield, Illinois",,
,,Payments VP,"Indianapolis (balance), Indiana",,
,,Payments VP,"Fort Wayne, Indiana",,
,,Payments VP,"Evansville, Indiana",,
,,Payments VP,"South Bend, Indiana",,
,,Payments VP,"Fishers, Indiana",,
,,Payments VP,"Carmel, Indiana",,
,,Payments VP,"Des Moines, Iowa",,
,,Payments VP,"Cedar Rapids, Iowa",,
,,Payments VP,"Davenport, Iowa",,
,,Payments VP,"Sioux City, Iowa",,
,,Payments VP,"Iowa City, Iowa",,
,,Payments VP,"Ankeny, Iowa",,
,,Payments VP,"Wichita, Kansas",,
,,Payments VP,"Overland Park, Kansas",,
,,Payments VP,"Kansas City, Kansas",,
,,Payments VP,"Olathe, Kansas",,
,,Payments VP,"Topeka, Kansas",,
,,Payments VP,"Lawrence, Kansas",,
,,Payments VP,"Louisville/Jefferson County metro government (balance), Kentucky",,
,,Payments VP,"Lexington-Fayette urban county, Kentucky",,
,,Payments VP,"Bowling Green, Kentucky",,
,,Payments VP,"Owensboro, Kentucky",,
,,Payments VP,"Covington, Kentucky",,
,,Payments VP,"Georgetown, Kentucky",,
,,Payments VP,"New Orleans, Louisiana",,
,,Payments VP,"Baton Rouge, Louisiana",,
,,Payments VP,"Shreveport, Louisiana",,
,,Payments VP,"Lafayette, Louisiana",,
,,Payments VP,"Lake Charles, Louisiana",,
,,Payments VP,"Kenner, Louisiana",,
,,Payments VP,"Portland, Maine",,
,,Payments VP,"Lewiston, Maine",,
,,Payments VP,"Bangor, Maine",,
,,Payments VP,"South Portland, Maine",,
,,Payments VP,"Auburn, Maine",,
,,Payments VP,"Biddeford, Maine",,
,,Payments VP,"Baltimore, Maryland",,
,,Payments VP,"Frederick, Maryland",,
,,Payments VP,"Gaithersburg, Maryland",,
,,Payments VP,"Rockville, Maryland",,
,,Payments VP,"Bowie, Maryland",,
,,Payments VP,"Hagerstown, Maryland",,
,,Payments VP,"Boston, Massachusetts",,
,,Payments VP,"Worcester, Massachusetts",,
,,Payments VP,"Springfield, Massachusetts",,
,,Payments VP,"Cambridge, Massachusetts",,
,,Payments VP,"Lowell, Massachusetts",,
,,Payments VP,"Brockton, Massachusetts",,
,,Payments VP,"Detroit, Michigan",,
,,Payments VP,"Grand Rapids, Michigan",,
,,Payments VP,"Warren, Michigan",,
,,Payments VP,"Sterling Heights, Michigan",,
,,Payments VP,"Ann Arbor, Michigan",,
,,Payments VP,"Lansing, Michigan",,
,,Payments VP,"Minneapolis, Minnesota",,
,,Payments VP,"St. Paul, Minnesota",,
,,Payments VP,"Rochester, Minnesota",,
,,Payments VP,"Bloomington, Minnesota",,
,,Payments VP,"Duluth, Minnesota",,
,,Payments VP,"Brooklyn Park, Minnesota",,
,,Payments VP,"Jackson, Mississippi",,
,,Payments VP,"Gulfport, Mississippi",,
,,Payments VP,"Southaven, Mississippi",,
,,Payments VP,"Biloxi, Mississippi",,
,,Payments VP,"Hattiesburg, Mississippi",,
,,Payments VP,"Olive Branch, Mississippi",,
,,Payments VP,"Kansas City, Missouri",,
,,Payments VP,"St. Louis, Missouri",,
,,Payments VP,"Springfield, Missouri",,
,,Payments VP,"Columbia, Missouri",,
,,Payments VP,"Independence, Missouri",,
,,Payments VP,"Lee's Summit, Missouri",,
,,Payments VP,"Billings, Montana",,
,,Payments VP,"Missoula, Montana",,
,,Payments VP,"Great Falls, Montana",,
,,Payments VP,"Bozeman, Montana",,
,,Payments VP,"Butte-Silver Bow (balance), Montana",,
,,Payments VP,"Helena, Montana",,
,,Payments VP,"Omaha, Nebraska",,
,,Payments VP,"Lincoln, Nebraska",,
,,Payments VP,"Bellevue, Nebraska",,
,,Payments VP,"Grand Island, Nebraska",,
,,Payments VP,"Kearney, Nebraska",,
,,Payments VP,"Fremont, Nebraska",,
,,Payments VP,"Las Vegas, Nevada",,
,,Payments VP,"Henderson, Nevada",,
,,Payments VP,"North Las Vegas, Nevada",,
,,Payments VP,"Reno, Nevada",,
,,Payments VP,"Sparks, Nevada",,
,,Payments VP,"Carson City, Nevada",,
,,Payments VP,"Manchester, New Hampshire",,
,,Payments VP,"Nashua, New Hampshire",,
,,Payments VP,"Concord, New Hampshire",,
,,Payments VP,"Dover, New Hampshire",,
,,Payments VP,"Rochester, New Hampshire",,
,,Payments VP,"Keene, New Hampshire",,
,,Payments VP,"Newark, New Jersey",,
,,Payments VP,"Jersey City, New Jersey",,
,,Payments VP,"Paterson, New Jersey",,
,,Payments VP,"Elizabeth, New Jersey",,
,,Payments VP,"Trenton, New Jersey",,
,,Payments VP,"Clifton, New Jersey",,
,,Payments VP,"Albuquerque, New Mexico",,
,,Payments VP,"Las Cruces, New Mexico",,
,,Payments VP,"Rio Rancho, New Mexico",,
,,Payments VP,"Santa Fe, New Mexico",,
,,Payments VP,"Roswell, New Mexico",,
,,Payments VP,"Farmington, New Mexico",,
,,Payments VP,"New York, New York",,
,,Payments VP,"Buffalo, New York",,
,,Payments VP,"Rochester, New York",,
,,Payments VP,"Yonkers, New York",,
,,Payments VP,"Syracuse, New York",,
,,Payments VP,"Albany, New York",,
,,Payments VP,"Charlotte, North Carolina",,
,,Payments VP,"Raleigh, North Carolina",,
,,Payments VP,"Greensboro, North Carolina",,
,,Payments VP,"Durham, North Carolina",,
,,Payments VP,"Winston-Salem, North Carolina",,
,,Payments VP,"Fayetteville, North Carolina",,
,,Payments VP,"Fargo, North Dakota",,
,,Payments VP,"Bismarck, North Dakota",,
,,Payments VP,"Grand Forks, North Dakota",,
,,Payments VP,"Minot, North Dakota",,
,,Payments VP,"West Fargo, North Dakota",,
,,Payments VP,"Williston, North Dakota",,
,,Payments VP,"Columbus, Ohio",,
,,Payments VP,"Cleveland, Ohio",,
,,Payments VP,"Cincinnati, Ohio",,
,,Payments VP,"Toledo, Ohio",,
,,Payments VP,"Akron, Ohio",,
,,Payments VP,"Dayton, Ohio",,
,,Payments VP,"Oklahoma City, Oklahoma",,
,,Payments VP,"Tulsa, Oklahoma",,
,,Payments VP,"Norman, Oklahoma",,
,,Payments VP,"Broken Arrow, Oklahoma",,
,,Payments VP,"Edmond, Oklahoma",,
,,Payments VP,"Lawton, Oklahoma",,
,,Payments VP,"Portland, Oregon",,
,,Payments VP,"Eugene, Oregon",,
,,Payments VP,"Salem, Oregon",,
,,Payments VP,"Gresham, Oregon",,
,,Payments VP,"Hillsboro, Oregon",,
,,Payments VP,"Bend, Oregon",,
,,Payments VP,"Philadelphia, Pennsylvania",,
,,Payments VP,"Pittsburgh, Pennsylvania",,
,,Payments VP,"Allentown, Pennsylvania",,
,,Payments VP,"Reading, Pennsylvania",,
,,Payments VP,"Erie, Pennsylvania",,
,,Payments VP,"Bethlehem, Pennsylvania",,
,,Payments VP,"Providence, Rhode Island",,
,,Payments VP,"Warwick, Rhode Island",,
,,Payments VP,"Cranston, Rhode Island",,
,,Payments VP,"Pawtucket, Rhode Island",,
,,Payments VP,"East Providence, Rhode Island",,
,,Payments VP,"Woonsocket, Rhode Island",,
,,Payments VP,"Charleston, South Carolina",,
,,Payments VP,"Columbia, South Carolina",,
,,Payments VP,"North Charleston, South Carolina",,
,,Payments VP,"Mount Pleasant town, South Carolina",,
,,Payments VP,"Rock Hill, South Carolina",,
,,Payments VP,"Greenville, South Carolina",,
,,Payments VP,"Sioux Falls, South Dakota",,
,,Payments VP,"Rapid City, South Dakota",,
,,Payments VP,"Aberdeen, South Dakota",,
,,Payments VP,"Brookings, South Dakota",,
,,Payments VP,"Watertown, South Dakota",,
,,Payments VP,"Mitchell, South Dakota",,
,,Payments VP,"Nashville-Davidson metropolitan government (balance), Tennessee",,
,,Payments VP,"Memphis, Tennessee",,
,,Payments VP,"Knoxville, Tennessee",,
,,Payments VP,"Chattanooga, Tennessee",,
,,Payments VP,"Clarksville, Tennessee",,
,,Payments VP,"Murfreesboro, Tennessee",,
,,Payments VP,"Houston, Texas",,
,,Payments VP,"San Antonio, Texas",,
,,Payments VP,"Dallas, Texas",,
,,Payments VP,"Austin, Texas",,
,,Payments VP,"Fort Worth, Texas",,
,,Payments VP,"El Paso, Texas",,
,,Payments VP,"Salt Lake City, Utah",,
,,Payments VP,"West Valley City, Utah",,
,,Payments VP,"West Jordan, Utah",,
,,Payments VP,"Provo, Utah",,
,,Payments VP,"St. George, Utah",,
,,Payments VP,"Orem, Utah",,
,,Payments VP,"Burlington, Vermont",,
,,Payments VP,"South Burlington, Vermont",,
,,Payments VP,"Rutland, Vermont",,
,,Payments VP,"Essex Junction village, Vermont",,
,,Payments VP,"Barre, Vermont",,
,,Payments VP,"Winooski, Vermont",,
,,Payments VP,"Virginia Beach, Virginia",,
,,Payments VP,"Chesapeake, Virginia",,
,,Payments VP,"Norfolk, Virginia",,
,,Payments VP,"Richmond, Virginia",,
,,Payments VP,"Newport News, Virginia",,
,,Payments VP,"Alexandria, Virginia",,
,,Payments VP,"Seattle, Washington",,
,,Payments VP,"Spokane, Washington",,
,,Payments VP,"Tacoma, Washington",,
,,Payments VP,"Vancouver, Washington",,
,,Payments VP,"Bellevue, Washington",,
,,Payments VP,"Kent, Washington",,
,,Payments VP,"Charleston, West Virginia",,
,,Payments VP,"Huntington, West Virginia",,
,,Payments VP,"Morgantown, West Virginia",,
,,Payments VP,"Parkersburg, West Virginia",,
,,Payments VP,"Wheeling, West Virginia",,
,,Payments VP,"Martinsburg, West Virginia",,
,,Payments VP,"Milwaukee, Wisconsin",,
,,Payments VP,"Madison, Wisconsin",,
,,Payments VP,"Green Bay, Wisconsin",,
,,Payments VP,"Kenosha, Wisconsin",,
,,Payments VP,"Racine, Wisconsin",,
,,Payments VP,"Appleton, Wisconsin",,
,,Payments VP,"Cheyenne, Wyoming",,
,,Payments VP,"Casper, Wyoming",,
,,Payments VP,"Gillette, Wyoming",,
,,Payments VP,"Laramie, Wyoming",,
,,Payments VP,"Rock Springs, Wyoming",,
,,Payments VP,"Sheridan, Wyoming",,
,,Payments director,"Huntsville, Alabama",,
,,Payments director,"Montgomery, Alabama",,
,,Payments director,"Birmingham, Alabama",,
,,Payments director,"Mobile, Alabama",,
,,Payments director,"Tuscaloosa, Alabama",,
,,Payments director,"Hoover, Alabama",,
,,Payments director,"Anchorage municipality, Alaska",,
,,Payments director,"Fairbanks, Alaska",,
,,Payments director,"Juneau and borough, Alaska",,
,,Payments director,"Wasilla, Alaska",,
,,Payments director,"Sitka and borough, Alaska",,
,,Payments director,"Ketchikan, Alaska",,
,,Payments director,"Phoenix, Arizona",,
,,Payments director,"Tucson, Arizona",,
,,Payments director,"Mesa, Arizona",,
,,Payments director,"Chandler, Arizona",,
,,Payments director,"Gilbert town, Arizona",,
,,Payments director,"Glendale, Arizona",,
,,Payments director,"Little Rock, Arkansas",,
,,Payments director,"Fayetteville, Arkansas",,
,,Payments director,"Fort Smith, Arkansas",,
,,Payments director,"Springdale, Arkansas",,
,,Payments director,"Jonesboro, Arkansas",,
,,Payments director,"Rogers, Arkansas",,
,,Payments director,"Los Angeles, California",,
,,Payments director,"San Diego, California",,
,,Payments director,"San Jose, California",,
,,Payments director,"San Francisco, California",,
,,Payments director,"Fresno, California",,
,,Payments director,"Sacramento, California",,
,,Payments director,"Denver, Colorado",,
,,Payments director,"Colorado Springs, Colorado",,
,,Payments director,"Aurora, Colorado",,
,,Payments director,"Fort Collins, Colorado",,
,,Payments director,"Lakewood, Colorado",,
,,Payments director,"Thornton, Colorado",,
,,Payments director,"Bridgeport, Connecticut",,
,,Payments director,"New Haven, Connecticut",,
,,Payments director,"Stamford, Connecticut",,
,,Payments director,"Hartford, Connecticut",,
,,Payments director,"Waterbury, Connecticut",,
,,Payments director,"Norwalk, Connecticut",,
,,Payments director,"Wilmington, Delaware",,
,,Payments director,"Dover, Delaware",,
,,Payments director,"Newark, Delaware",,
,,Payments director,"Middletown town, Delaware",,
,,Payments director,"Smyrna town, Delaware",,
,,Payments director,"Milford, Delaware",,
,,Payments director,"Washington, District of Columbia",,
,,Payments director,"Jacksonville, Florida",,
,,Payments director,"Miami, Florida",,
,,Payments director,"Tampa, Florida",,
,,Payments director,"Orlando, Florida",,
,,Payments director,"St. Petersburg, Florida",,
,,Payments director,"Port St. Lucie, Florida",,
,,Payments director,"Atlanta, Georgia",,
,,Payments director,"Columbus, Georgia",,
,,Payments director,"Augusta-Richmond County consolidated government (balance), Georgia",,
,,Payments director,"Macon-Bibb County, Georgia",,
,,Payments director,"Savannah, Georgia",,
,,Payments director,"Athens-Clarke County unified government (balance), Georgia",,
,,Payments director,"Urban Honolulu CDP, Hawaii",,
,,Payments director,"Boise City, Idaho",,
,,Payments director,"Meridian, Idaho",,
,,Payments director,"Nampa, Idaho",,
,,Payments director,"Idaho Falls, Idaho",,
,,Payments director,"Caldwell, Idaho",,
,,Payments director,"Pocatello, Idaho",,
,,Payments director,"Chicago, Illinois",,
,,Payments director,"Aurora, Illinois",,
,,Payments director,"Joliet, Illinois",,
,,Payments director,"Naperville, Illinois",,
,,Payments director,"Rockford, Illinois",,
,,Payments director,"Springfield, Illinois",,
,,Payments director,"Indianapolis (balance), Indiana",,
,,Payments director,"Fort Wayne, Indiana",,
,,Payments director,"Evansville, Indiana",,
,,Payments director,"South Bend, Indiana",,
,,Payments director,"Fishers, Indiana",,
,,Payments director,"Carmel, Indiana",,
,,Payments director,"Des Moines, Iowa",,
,,Payments director,"Cedar Rapids, Iowa",,
,,Payments director,"Davenport, Iowa",,
,,Payments director,"Sioux City, Iowa",,
,,Payments director,"Iowa City, Iowa",,
,,Payments director,"Ankeny, Iowa",,
,,Payments director,"Wichita, Kansas",,
,,Payments director,"Overland Park, Kansas",,
,,Payments director,"Kansas City, Kansas",,
,,Payments director,"Olathe, Kansas",,
,,Payments director,"Topeka, Kansas",,
,,Payments director,"Lawrence, Kansas",,
,,Payments director,"Louisville/Jefferson County metro government (balance), Kentucky",,
,,Payments director,"Lexington-Fayette urban county, Kentucky",,
,,Payments director,"Bowling Green, Kentucky",,
,,Payments director,"Owensboro, Kentucky",,
,,Payments director,"Covington, Kentucky",,
,,Payments director,"Georgetown, Kentucky",,
,,Payments director,"New Orleans, Louisiana",,
,,Payments director,"Baton Rouge, Louisiana",,
,,Payments director,"Shreveport, Louisiana",,
,,Payments director,"Lafayette, Louisiana",,
,,Payments director,"Lake Charles, Louisiana",,
,,Payments director,"Kenner, Louisiana",,
,,Payments director,"Portland, Maine",,
,,Payments director,"Lewiston, Maine",,
,,Payments director,"Bangor, Maine",,
,,Payments director,"South Portland, Maine",,
,,Payments director,"Auburn, Maine",,
,,Payments director,"Biddeford, Maine",,
,,Payments director,"Baltimore, Maryland",,
,,Payments director,"Frederick, Maryland",,
,,Payments director,"Gaithersburg, Maryland",,
,,Payments director,"Rockville, Maryland",,
,,Payments director,"Bowie, Maryland",,
,,Payments director,"Hagerstown, Maryland",,
,,Payments director,"Boston, Massachusetts",,
,,Payments director,"Worcester, Massachusetts",,
,,Payments director,"Springfield, Massachusetts",,
,,Payments director,"Cambridge, Massachusetts",,
,,Payments director,"Lowell, Massachusetts",,
,,Payments director,"Brockton, Massachusetts",,
,,Payments director,"Detroit, Michigan",,
,,Payments director,"Grand Rapids, Michigan",,
,,Payments director,"Warren, Michigan",,
,,Payments director,"Sterling Heights, Michigan",,
,,Payments director,"Ann Arbor, Michigan",,
,,Payments director,"Lansing, Michigan",,
,,Payments director,"Minneapolis, Minnesota",,
,,Payments director,"St. Paul, Minnesota",,
,,Payments director,"Rochester, Minnesota",,
,,Payments director,"Bloomington, Minnesota",,
,,Payments director,"Duluth, Minnesota",,
,,Payments director,"Brooklyn Park, Minnesota",,
,,Payments director,"Jackson, Mississippi",,
,,Payments director,"Gulfport, Mississippi",,
